0,014056;-0,0076;0,0494;0,0025;0,050
0,014348;-0,0072;0,0491;0,0025;0,050
0,020295;0,0141;0,0224;0,0264;0,037
0,030292;0,0066;-0,0067;0,0456;0,047
0,052212;0,0186;0,0053;0,0887;0,091
0,052607;0,0187;0,0052;0,0887;0,091
0,060155;-0,0076;0,0267;-0,0143;0,031
0,070649;-0,0123;0,0316;0,0671;0,075
0,092370;0,0121;0,0028;-0,0334;0,036
0,092869;0,0116;0,0030;-0,0334;0,036
0,101015;-0,0196;-0,0088;0,0671;0,070
0,110060;0,0236;0,0272;-0,0119;0,038
0,133371;-0,0293;-0,0255;0,0528;0,066
0,133776;-0,0294;-0,0253;0,0527;0,065
0,140574;-0,0005;0,0038;-0,0119;0,013
0,150283;0,0067;-0,0225;0,0527;0,058
0,172194;0,0039;-0,0246;0,0288;0,038
0,172663;0,0041;-0,0244;0,0288;0,038
0,180116;0,0182;-0,0170;-0,0023;0,025
0,190257;-0,0371;-0,0169;0,0360;0,054
0,212344;-0,0009;-0,0335;0,0384;0,051
0,212824;-0,0011;-0,0334;0,0383;0,051
0,220361;-0,0202;-0,0259;0,0144;0,036
0,229836;0,0016;-0,0377;0,0407;0,056
0,253255;-0,0270;0,0007;0,0072;0,028
0,253703;-0,0271;0,0006;0,0072;0,028
0,260294;0,0043;-0,0162;0,0120;0,021
0,270290;0,0139;-0,0020;0,0431;0,045
0,292162;0,0113;0,0121;0,0072;0,018
0,292625;0,0115;0,0120;0,0072;0,018
0,300768;0,0113;-0,0002;0,0336;0,035
0,310113;-0,0272;0,0451;-0,0047;0,053
0,332804;0,0113;0,0136;0,0527;0,056
0,333205;0,0110;0,0132;0,0527;0,055
0,340855;-0,0272;0,0586;0,0168;0,067
0,350124;0,0068;0,0629;0,0097;0,064
0,372285;-0,0316;0,0381;0,0839;0,097
0,372769;-0,0316;0,0376;0,0839;0,097
0,380342;0,0072;0,0444;0,0049;0,045
0,390438;0,0071;0,0176;0,0169;0,025
0,412390;0,0235;0,0080;0,0265;0,036
0,412968;0,0237;0,0082;0,0265;0,036
0,420343;0,0232;-0,0013;0,0384;0,045
0,430086;-0,0225;-0,0084;0,0384;0,045
0,454715;0,0185;-0,0416;0,0480;0,066
0,455253;0,0184;-0,0414;0,0480;0,066
0,461210;-0,0393;-0,0504;0,0384;0,075
0,470587;0,0186;0,0317;-0,0310;0,048
0,492388;-0,0868;-0,0449;0,0360;0,104
0,492927;-0,0869;-0,0444;0,0360;0,104
0,500388;0,0174;-0,0579;0,0839;0,103
0,510282;-0,0065;-0,0332;-0,0095;0,035
0,532193;0,0126;-0,0138;0,0407;0,045
0,532607;0,0131;-0,0135;0,0407;0,045
0,540301;0,0223;-0,0375;0,0096;0,045
0,550176;-0,0377;-0,0255;0,0695;0,083
0,572444;-0,0015;0,0131;0,0407;0,043
0,573226;-0,0015;0,0129;0,0407;0,043
0,580341;-0,0445;0,0247;0,0240;0,056
0,590103;0,0158;0,0411;0,0408;0,060
0,612962;-0,0156;0,0455;0,0360;0,060
0,613836;-0,0157;0,0449;0,0360;0,060
0,620705;-0,0083;0,0588;0,0336;0,068
0,631166;0,0109;0,0436;0,0001;0,045
0,653208;0,0129;0,0406;0,0217;0,048
0,653823;0,0129;0,0402;0,0217;0,047
0,661397;0,0029;0,0300;0,0312;0,043
0,670322;0,0027;0,0274;0,0408;0,049
0,694098;-0,0115;-0,0014;0,0408;0,042
0,695135;-0,0114;-0,0013;0,0408;0,042
0,701027;-0,0018;0,0062;0,0265;0,027
0,711747;0,0102;-0,0007;0,0217;0,024
0,732471;0,0009;-0,0101;0,0193;0,022
0,732989;0,0010;-0,0100;0,0193;0,022
0,745751;0,0059;-0,0409;0,0432;0,060
0,751479;0,0226;-0,0309;0,0312;0,049
0,773594;0,0033;-0,0377;0,0216;0,044
0,774557;0,0034;-0,0374;0,0216;0,043
0,781042;0,0008;-0,0465;0,0360;0,059
0,792420;-0,0136;-0,0436;0,0312;0,055
0,814284;-0,0038;-0,0502;0,0264;0,057
0,814999;-0,0039;-0,0497;0,0264;0,056
0,820306;-0,0085;-0,0373;0,0383;0,054
0,830120;-0,0059;-0,0345;0,0288;0,045
0,851834;-0,0203;-0,0295;0,0527;0,064
0,852212;-0,0200;-0,0294;0,0527;0,064
0,860976;-0,0102;-0,0151;0,0312;0,036
0,869700;-0,0008;-0,0033;0,0192;0,019
0,892866;-0,0080;0,0276;0,0072;0,030
0,893557;-0,0080;0,0272;0,0072;0,029
0,900565;-0,0056;0,0292;0,0216;0,037
0,910542;-0,0103;0,0430;0,0168;0,047
0,933574;0,0138;0,0807;0,0144;0,083
0,934323;0,0136;0,0798;0,0145;0,082
0,940503;-0,0010;0,0808;0,0097;0,081
0,951224;0,0060;0,0746;0,0025;0,075
0,972470;-0,0061;0,0732;-0,0046;0,074
0,973252;-0,0062;0,0717;-0,0046;0,072
0,982355;0,0154;0,0537;0,0218;0,060
0,990849;0,0127;0,0409;0,0146;0,045
1,013201;0,0004;0,0070;0,0410;0,042
1,014287;0,0002;0,0071;0,0410;0,042
1,021134;0,0145;0,0026;0,0050;0,016
1,031517;0,0074;-0,0137;0,0122;0,020
1,053101;-0,0021;-0,0492;0,0409;0,064
1,053743;-0,0020;-0,0486;0,0409;0,064
1,060625;-0,0020;-0,0502;0,0289;0,058
1,070186;-0,0043;-0,0782;0,0385;0,087
1,092792;0,0007;-0,0840;0,0385;0,092
1,093558;0,0007;-0,0822;0,0384;0,091
1,101174;0,0007;-0,0829;0,0288;0,088
1,110074;-0,0111;-0,0810;0,0312;0,087
1,134790;-0,0085;-0,0648;0,0599;0,089
1,135442;-0,0084;-0,0635;0,0598;0,088
1,140484;-0,0059;-0,0506;0,0407;0,065
1,151388;-0,0202;-0,0333;0,0287;0,048
1,172879;-0,0127;-0,0114;0,0478;0,051
1,173507;-0,0127;-0,0115;0,0478;0,051
1,181312;-0,0056;0,0024;0,0359;0,036
1,190637;-0,0151;0,0189;0,0311;0,039
1,212932;-0,0008;0,0398;0,0287;0,049
1,213877;-0,0008;0,0393;0,0287;0,049
1,221093;-0,0008;0,0507;0,0407;0,065
1,230822;0,0064;0,0500;0,0240;0,056
1,253429;-0,0108;0,0683;0,0120;0,070
1,254450;-0,0108;0,0671;0,0120;0,069
1,260478;0,0107;0,0658;0,0216;0,070
1,270607;-0,0014;0,0717;0,0145;0,073
1,293042;0,0153;0,0538;0,0265;0,062
1,293646;0,0153;0,0528;0,0265;0,061
1,302794;0,0078;0,0472;0,0193;0,052
1,310476;0,0029;0,0538;0,0217;0,058
1,336859;0,0101;0,0270;0,0146;0,032
1,337742;0,0100;0,0269;0,0146;0,032
1,341187;-0,0043;0,0125;0,0217;0,025
1,350150;0,0076;0,0056;0,0217;0,024
1,372654;-0,0067;-0,0180;0,0337;0,039
1,373437;-0,0066;-0,0176;0,0337;0,039
1,380869;0,0008;-0,0364;0,0289;0,046
1,390459;0,0008;-0,0430;0,0193;0,047
1,413070;-0,0064;-0,0663;0,0361;0,076
1,413814;-0,0062;-0,0652;0,0360;0,075
1,421776;-0,0060;-0,0689;0,0264;0,074
1,431228;-0,0154;-0,0652;0,0456;0,081
1,456117;-0,0153;-0,0638;0,0288;0,072
1,457081;-0,0151;-0,0626;0,0288;0,070
1,460772;-0,0052;-0,0615;0,0431;0,075
1,470795;-0,0148;-0,0606;0,0239;0,067
1,493173;-0,0077;-0,0237;0,0239;0,035
1,494070;-0,0074;-0,0234;0,0239;0,034
1,501252;-0,0217;-0,0234;0,0239;0,040
1,510318;-0,0097;-0,0044;0,0143;0,018
